"","chr","start","end","center","width"
"9380","chr7",35253374,35255063,35254218,1689
"9381","chr19",11435127,11435723,11435425,596
"9382","chr4",76420857,76421554,76421205,697
"9383","chr2",161244928,161245204,161245066,276
"9384","chr16",3254351,3254696,3254523,345
"9385","chr11",64723134,64723674,64723404,540
"9386","chr4",53304,53778,53541,474
"9387","chr12",57752070,57752577,57752323,507
"9388","chr1",28643041,28643386,28643213,345
"9389","chrY",9907950,9908384,9908167,434
"9390","chr8",22599610,22600240,22599925,630
"9391","chr22",41998585,41999251,41998918,666
"9392","chr20",32018689,32019060,32018874,371
"9393","chr6",170280323,170280660,170280491,337
"9394","chr5",151531591,151531940,151531765,349
"9395","chr7",27156146,27156948,27156547,802
"9396","chr7",72942710,72943254,72942982,544
"9397","chr20",63562613,63567632,63565122,5019
"9398","chr4",118278465,118279038,118278751,573
"9399","chr5",1088128,1088349,1088238,221
"9400","chr16",1445038,1445365,1445201,327
"9401","chr5",33501949,33502258,33502103,309
"9402","chr6",106973340,106975878,106974609,2538
"9403","chr5",13810017,13810224,13810120,207
"9404","chr10",78303023,78303831,78303427,808
"9405","chr7",159005900,159006743,159006321,843
"9406","chr7",140696614,140697484,140697049,870
"9407","chr7",2146136,2146570,2146353,434
"9408","chr5",111092079,111092572,111092325,493
"9409","chr8",131040003,131042503,131041253,2500
"9410","chr7",149294564,149295090,149294827,526
"9411","chr17",45490247,45491005,45490626,758
"9412","chr6",151807687,151808636,151808161,949
"9413","chr7",156063336,156063655,156063495,319
"9414","chr18",34976690,34976945,34976817,255
"9415","chr8",1006288,1007205,1006746,917
"9416","chr16",77194440,77194752,77194596,312
"9417","chr10",21508703,21510412,21509557,1709
"9418","chr2",18584479,18584914,18584696,435
"9419","chr16",324732,325328,325030,596
"9420","chr12",81758541,81758895,81758718,354
"9421","chr17",82450444,82450940,82450692,496
"9422","chr18",74456371,74457482,74456926,1111
"9423","chr6",134174801,134175820,134175310,1019
"9424","chr13",63844301,63844546,63844423,245
"9425","chr11",61827524,61829238,61828381,1714
"9426","chr5",181195178,181195658,181195418,480
"9427","chr12",117155548,117155894,117155721,346
"9428","chr10",117541810,117545857,117543833,4047
"9429","chr16",15094078,15094472,15094275,394
"9430","chr12",70242837,70243969,70243403,1132
"9431","chr17",42659214,42659579,42659396,365
"9432","chr13",45464818,45465546,45465182,728
"9433","chrX",68498621,68499229,68498925,608
"9434","chr7",27245020,27246618,27245819,1598
"9435","chr10",131937895,131938130,131938012,235
"9436","chr5",147234720,147235081,147234900,361
"9437","chr4",118685322,118685655,118685488,333
"9438","chr7",96321467,96322324,96321895,857
"9439","chr12",49967584,49967869,49967726,285
"9440","chr16",32202221,32202961,32202591,740
"9441","chr5",154857448,154858802,154858125,1354
"9442","chr17",45169472,45169800,45169636,328
"9443","chr6",88165678,88167730,88166704,2052
"9444","chr22",36505977,36507251,36506614,1274
"9445","chr7",27251500,27252578,27252039,1078
"9446","chr12",991358,991619,991488,261
"9447","chr16",4740461,4740674,4740567,213
"9448","chr2",24084156,24084808,24084482,652
"9449","chr2",237626918,237628197,237627557,1279
"9450","chr12",101209609,101210155,101209882,546
"9451","chr15",40936244,40936674,40936459,430
"9452","chr9",133375435,133376678,133376056,1243
"9453","chr5",172055569,172055773,172055671,204
"9454","chr15",72796791,72797204,72796997,413
"9455","chr16",31537302,31537863,31537582,561
"9456","chrX",21940493,21941583,21941038,1090
"9457","chr1",241519173,241519812,241519492,639
"9458","chr2",127857905,127858430,127858167,525
"9459","chr11",49558380,49558727,49558553,347
"9460","chr21",39385676,39385974,39385825,298
"9461","chr22",49784072,49784573,49784322,501
"9462","chr1",89763185,89763614,89763399,429
"9463","chr11",69702163,69705161,69703662,2998
"9464","chr5",191677,192429,192053,752
"9465","chr22",30694213,30695347,30694780,1134
"9466","chr12",47079394,47080337,47079865,943
"9467","chr14",58151573,58152502,58152037,929
"9468","chr10",22003045,22003968,22003506,923
"9469","chr17",8189100,8190388,8189744,1288
"9470","chr17",47649307,47650856,47650081,1549
"9471","chr4",119212409,119213134,119212771,725
"9472","chr16",8953539,8954218,8953878,679
"9473","chr2",42047290,42048866,42048078,1576
"9474","chr21",41819995,41820230,41820112,235
"9475","chr5",138575244,138575948,138575596,704
"9476","chr3",160564717,160566086,160565401,1369
"9477","chr6",26204536,26204985,26204760,449
"9478","chr7",155787129,155787698,155787413,569
"9479","chr22",46149577,46151509,46150543,1932
"9480","chr5",181203981,181205569,181204775,1588
"9481","chr12",104756984,104757219,104757101,235
"9482","chr9",129675645,129675877,129675761,232
"9483","chr16",86554829,86555332,86555080,503
"9484","chr6",26613785,26614484,26614134,699
"9485","chr8",19313488,19314545,19314016,1057
"9486","chr1",226121258,226122775,226122016,1517
"9487","chrX",102599347,102599599,102599473,252
"9488","chr14",22886529,22887193,22886861,664
"9489","chr11",13962519,13964802,13963660,2283
"9490","chr16",1152414,1154624,1153519,2210
"9491","chr8",18083790,18084950,18084370,1160
"9492","chr4",186435822,186436079,186435950,257
"9493","chr16",1078223,1080394,1079308,2171
"9494","chr15",98647217,98651330,98649273,4113
"9495","chr16",3965000,3965231,3965115,231
"9496","chr5",6582769,6583694,6583231,925
"9497","chr21",36385198,36385815,36385506,617
"9498","chr10",92239374,92240244,92239809,870
"9499","chr6",125301558,125301971,125301764,413
"9500","chr20",62200686,62201096,62200891,410
"9501","chr11",64304760,64306442,64305601,1682
"9502","chr22",31630311,31630888,31630599,577
"9503","chr16",25066726,25067211,25066968,485
"9504","chr16",1070153,1070441,1070297,288
"9505","chr6",116279407,116280011,116279709,604
"9506","chr3",100400660,100402013,100401336,1353
"9507","chr5",79689601,79689959,79689780,358
"9508","chr16",85611341,85615421,85613381,4080
"9509","chr7",889658,890376,890017,718
"9510","chr19",14471607,14474286,14472946,2679
"9511","chr4",107989614,107990214,107989914,600
"9512","chr16",88655109,88655658,88655383,549
"9513","chr10",133077506,133079898,133078702,2392
"9514","chr21",46297313,46298145,46297729,832
"9515","chr10",99232375,99232930,99232652,555
"9516","chrX",48597554,48598206,48597880,652
"9517","chr2",105143856,105144560,105144208,704
"9518","chr2",152717229,152719039,152718134,1810
"9519","chr16",87668887,87669098,87668992,211
"9520","chr8",66505353,66505641,66505497,288
"9521","chr1",222589679,222589928,222589803,249
"9522","chr5",174311900,174312531,174312215,631
"9523","chr17",8435684,8436642,8436163,958
"9524","chr6",109978162,109980064,109979113,1902
"9525","chr3",46750371,46751028,46750699,657
"9526","chr15",24675466,24676105,24675785,639
"9527","chr4",1240084,1240632,1240358,548
"9528","chr6",105986109,105986584,105986346,475
"9529","chr19",5290392,5290594,5290493,202
"9530","chr17",9020850,9023603,9022226,2753
"9531","chr10",134642,136512,135577,1870
"9532","chr16",73057615,73058999,73058307,1384
"9533","chrX",109536825,109537184,109537004,359
"9534","chrX",104565113,104565486,104565299,373
"9535","chr4",3876351,3876554,3876452,203
"9536","chr13",24894939,24895250,24895094,311
"9537","chr19",836533,836899,836716,366
"9538","chr1",43358463,43359388,43358925,925
"9539","chr22",36028171,36029255,36028713,1084
"9540","chr7",29563493,29563712,29563602,219
"9541","chr5",149581234,149581640,149581437,406
"9542","chr10",1340305,1340811,1340558,506
"9543","chrX",40151776,40156950,40154363,5174
"9544","chr16",2682271,2682939,2682605,668
"9545","chr17",79735070,79735415,79735242,345
"9546","chr16",69132022,69133005,69132513,983
"9547","chr20",38434882,38435463,38435172,581
"9548","chr2",239124504,239125040,239124772,536
"9549","chr3",45224985,45226547,45225766,1562
"9550","chr7",6483433,6484266,6483849,833
"9551","chr12",10673932,10674187,10674059,255
"9552","chr15",63121719,63122439,63122079,720
"9553","chr15",41402295,41402558,41402426,263
"9554","chr17",28318834,28319579,28319206,745
"9555","chr16",10627550,10627790,10627670,240
"9556","chr17",73231921,73232935,73232428,1014
"9557","chr21",36695893,36701591,36698742,5698
"9558","chr2",231056699,231057258,231056978,559
"9559","chr15",99100389,99100823,99100606,434
"9560","chr11",1309160,1310268,1309714,1108
"9561","chr2",27049978,27052085,27051031,2107
"9562","chr1",201888786,201889178,201888982,392
"9563","chr5",140862488,140863422,140862955,934
"9564","chr17",16380613,16381454,16381033,841
"9565","chr2",105744575,105745761,105745168,1186
"9566","chr10",70672486,70672982,70672734,496
"9567","chr17",77140243,77141648,77140945,1405
"9568","chr1",2303869,2304228,2304048,359
"9569","chr13",40922451,40922670,40922560,219
"9570","chr5",177086650,177087432,177087041,782
"9571","chrX",155216243,155216492,155216367,249
"9572","chr22",26169468,26170020,26169744,552
"9573","chr7",102457480,102457937,102457708,457
"9574","chr10",130136574,130137060,130136817,486
"9575","chr16",70663671,70664460,70664065,789
"9576","chr2",2650336,2650586,2650461,250
"9577","chr17",82806750,82806966,82806858,216
"9578","chr1",111203691,111204681,111204186,990
"9579","chr15",34988316,34988636,34988476,320
"9580","chr5",177266339,177266630,177266484,291
"9581","chr5",135191237,135191729,135191483,492
"9582","chr2",97663477,97664408,97663942,931
"9583","chr3",149970090,149971750,149970920,1660
"9584","chrX",110795718,110796142,110795930,424
"9585","chr6",98827887,98828162,98828024,275
"9586","chr13",48303323,48304365,48303844,1042
"9587","chr17",81487708,81488797,81488252,1089
"9588","chr2",44361815,44362219,44362017,404
"9589","chr5",180618789,180621897,180620343,3108
"9590","chr3",71784917,71785502,71785209,585
"9591","chr9",125189112,125189984,125189548,872
"9592","chr1",214602913,214603592,214603252,679
"9593","chr14",31457054,31457604,31457329,550
"9594","chr8",56073997,56074749,56074373,752
"9595","chr3",32106334,32107382,32106858,1048
"9596","chr2",47782669,47784304,47783486,1635
"9597","chrX",152994008,152994298,152994153,290
"9598","chr17",43645851,43646458,43646154,607
"9599","chr6",31271075,31272343,31271709,1268
"9600","chr14",73591696,73592412,73592054,716
"9601","chr9",95729107,95729415,95729261,308
"9602","chr16",65120753,65123761,65122257,3008
"9603","chr7",26398107,26399095,26398601,988
"9604","chr20",62206136,62206437,62206286,301
"9605","chr21",46435979,46436230,46436104,251
"9606","chr16",1448348,1448609,1448478,261
"9607","chr16",71723046,71724263,71723654,1217
"9608","chr19",50333133,50334190,50333661,1057
"9609","chr3",39383205,39384567,39383886,1362
"9610","chr8",27633894,27634258,27634076,364
"9611","chr8",1163058,1164073,1163565,1015
"9612","chr7",100889108,100890536,100889822,1428
"9613","chr20",17225883,17226307,17226095,424
"9614","chrX",153723419,153726264,153724841,2845
"9615","chr10",102450338,102451228,102450783,890
"9616","chr4",2933734,2935247,2934490,1513
"9617","chr10",128710103,128710394,128710248,291
"9618","chrX",119791194,119792166,119791680,972
"9619","chr13",89363158,89363521,89363339,363
"9620","chr6",41072242,41073940,41073091,1698
"9621","chr2",61853757,61854228,61853992,471
"9622","chr10",126905040,126906479,126905759,1439
"9623","chr21",36319910,36320761,36320335,851
"9624","chr21",33324227,33325445,33324836,1218
"9625","chr7",128915275,128916596,128915935,1321
"9626","chr20",63687006,63687305,63687155,299
"9627","chr6",166008403,166008753,166008578,350
"9628","chr9",113275269,113275949,113275609,680
"9629","chr16",89111373,89111596,89111484,223
"9630","chr15",65422404,65423233,65422818,829
"9631","chr3",129121091,129122524,129121807,1433
"9632","chr6",537144,537522,537333,378
"9633","chr12",88579683,88580889,88580286,1206
"9634","chr5",134904564,134905624,134905094,1060
"9635","chr3",46979365,46979789,46979577,424
"9636","chr12",110403216,110403743,110403479,527
"9637","chr6",105994111,105995037,105994574,926
"9638","chr5",1282534,1283129,1282831,595
"9639","chr16",88186415,88186935,88186675,520
"9640","chr7",1368880,1369671,1369275,791
"9641","chr5",154473496,154473991,154473743,495
"9642","chr15",90067523,90068374,90067948,851
"9643","chr8",127315642,127315893,127315767,251
"9644","chr1",3411427,3412860,3412143,1433
"9645","chr8",143185912,143186407,143186159,495
"9646","chr20",63215491,63215705,63215598,214
"9647","chr16",53703705,53704323,53704014,618
"9648","chr18",26090007,26091311,26090659,1304
"9649","chr18",33440546,33440883,33440714,337
"9650","chr20",47238910,47239367,47239138,457
"9651","chr1",62318465,62319462,62318963,997
"9652","chr10",73674603,73674826,73674714,223
"9653","chr3",13878260,13880838,13879549,2578
"9654","chrX",133413539,133416256,133414897,2717
"9655","chr12",52903565,52904040,52903802,475
"9656","chr7",98210550,98212693,98211621,2143
"9657","chr1",32275109,32275943,32275526,834
"9658","chr8",134463975,134466776,134465375,2801
"9659","chr15",31453263,31453548,31453405,285
"9660","chr2",1489880,1490467,1490173,587
"9661","chr10",43702854,43703129,43702991,275
"9662","chr11",110295839,110297034,110296436,1195
"9663","chr12",64759089,64759709,64759399,620
"9664","chr5",10441493,10442400,10441946,907
"9665","chr4",1644159,1644597,1644378,438
"9666","chr15",56243453,56244052,56243752,599
"9667","chrX",23907473,23908198,23907835,725
"9668","chr17",74325809,74326322,74326065,513
"9669","chr17",11557754,11558120,11557937,366
"9670","chr17",1012345,1012739,1012542,394
"9671","chr4",625724,626123,625923,399
"9672","chr22",48745237,48745549,48745393,312
"9673","chr13",112194261,112194907,112194584,646
"9674","chr8",94894560,94896860,94895710,2300
"9675","chr15",48962787,48963367,48963077,580
"9676","chr20",63239429,63239826,63239627,397
"9677","chr17",82928987,82929514,82929250,527
"9678","chr17",44314955,44315711,44315333,756
"9679","chr21",37257751,37258206,37257978,455
"9680","chr7",73682796,73683850,73683323,1054
"9681","chr18",35949965,35950553,35950259,588
"9682","chr10",123132750,123133821,123133285,1071
"9683","chr5",131170637,131171093,131170865,456
"9684","chr5",143402506,143405506,143404006,3000
"9685","chr12",27970090,27970840,27970465,750
"9686","chr8",10404390,10404712,10404551,322
"9687","chr13",94705335,94705629,94705482,294
"9688","chr9",132989670,132989877,132989773,207
"9689","chr17",31858745,31859561,31859153,816
"9690","chr9",37784752,37785348,37785050,596
"9691","chr15",74995353,74996358,74995855,1005
"9692","chr7",55254469,55255860,55255164,1391
"9693","chr17",946967,947260,947113,293
"9694","chr20",1325255,1325910,1325582,655
"9695","chr16",67226841,67227252,67227046,411
"9696","chr1",40783418,40784489,40783953,1071
"9697","chr4",74098939,74099562,74099250,623
"9698","chr15",90884209,90884619,90884414,410
"9699","chr11",71435396,71435816,71435606,420
"9700","chr3",147424394,147424604,147424499,210
"9701","chr1",109493923,109494321,109494122,398
"9702","chr6",56432370,56432596,56432483,226
"9703","chr16",89074101,89074717,89074409,616
"9704","chr17",67717652,67718152,67717902,500
"9705","chr10",102230456,102232072,102231264,1616
"9706","chr8",93916290,93917664,93916977,1374
"9707","chr2",239066754,239067014,239066884,260
"9708","chr1",65525318,65526128,65525723,810
"9709","chr6",138987361,138988422,138987891,1061
"9710","chr12",122266222,122266681,122266451,459
"9711","chr7",1619404,1620209,1619806,805
"9712","chr1",21622181,21622770,21622475,589
"9713","chr15",63048057,63049265,63048661,1208
"9714","chr6",45377521,45378524,45378022,1003
"9715","chr5",79513524,79514645,79514084,1121
"9716","chr5",179120420,179121700,179121060,1280
"9717","chr22",45007008,45010491,45008749,3483
"9718","chr16",27203451,27204357,27203904,906
"9719","chr10",1163374,1163581,1163477,207
"9720","chr8",97624466,97624676,97624571,210
"9721","chr15",98548126,98548583,98548354,457
"9722","chr12",121274043,121274359,121274201,316
"9723","chr16",89999909,90000235,90000072,326
"9724","chr20",64042439,64043098,64042768,659
